,UTC,Local,Radiation,AirTemp,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Day,Month,Year,Timestamp
317,2021-04-11T22:00:00,2021-04-12T05:00:00,0.0,25.2,80,1009.0,46,2.61433,12,4,2021,18000
318,2021-04-11T23:00:00,2021-04-12T06:00:00,24.0877,25.0,80,1009.5,45,2.39271,12,4,2021,21600
319,2021-04-12T00:00:00,2021-04-12T07:00:00,256.893,26.5,72,1010.5,45,2.94168,12,4,2021,25200
320,2021-04-12T01:00:00,2021-04-12T08:00:00,515.932,28.6,62,1011.0,39,3.10945,12,4,2021,28800
321,2021-04-12T02:00:00,2021-04-12T09:00:00,706.606,30.7,54,1011.0,53,2.94043,12,4,2021,32400
322,2021-04-12T03:00:00,2021-04-12T10:00:00,910.289,32.7,46,1010.5,59,2.43532,12,4,2021,36000
323,2021-04-12T04:00:00,2021-04-12T11:00:00,476.199,34.7,40,1010.0,67,1.66502,12,4,2021,39600
324,2021-04-12T05:00:00,2021-04-12T12:00:00,323.225,36.2,36,1008.5,89,1.2706,12,4,2021,43200
325,2021-04-12T06:00:00,2021-04-12T13:00:00,859.674,37.1,33,1007.0,115,0.77107,12,4,2021,46800
326,2021-04-12T07:00:00,2021-04-12T14:00:00,225.365,36.4,34,1006.0,160,2.68172,12,4,2021,50400
327,2021-04-12T08:00:00,2021-04-12T15:00:00,176.915,33.9,42,1005.5,178,5.87668,12,4,2021,54000
328,2021-04-12T09:00:00,2021-04-12T16:00:00,116.685,33.1,45,1005.5,166,5.81617,12,4,2021,57600
329,2021-04-12T10:00:00,2021-04-12T17:00:00,85.9862,33.1,45,1005.5,160,5.93857,12,4,2021,61200
330,2021-04-12T11:00:00,2021-04-12T18:00:00,0.871822,31.4,50,1007.0,139,6.54872,12,4,2021,64800
331,2021-04-12T12:00:00,2021-04-12T19:00:00,0.0,30.0,59,1007.5,138,6.29395,12,4,2021,68400
332,2021-04-12T13:00:00,2021-04-12T20:00:00,0.0,29.0,66,1009.5,133,4.94852,12,4,2021,72000
333,2021-04-12T14:00:00,2021-04-12T21:00:00,0.0,28.8,68,1009.5,122,3.88536,12,4,2021,75600
334,2021-04-12T15:00:00,2021-04-12T22:00:00,0.0,28.6,66,1009.5,134,4.86416,12,4,2021,79200
335,2021-04-12T16:00:00,2021-04-12T23:00:00,0.0,28.0,68,1009.5,132,4.62791,12,4,2021,82800
336,2021-04-12T17:00:00,2021-04-13T00:00:00,0.0,27.2,75,1009.5,133,3.72224,13,4,2021,0
337,2021-04-12T18:00:00,2021-04-13T01:00:00,0.0,26.9,76,1008.5,136,3.65898,13,4,2021,3600
338,2021-04-12T19:00:00,2021-04-13T02:00:00,0.0,26.8,76,1008.0,137,3.97099,13,4,2021,7200
339,2021-04-12T20:00:00,2021-04-13T03:00:00,0.0,26.6,77,1007.5,127,3.32155,13,4,2021,10800
340,2021-04-12T21:00:00,2021-04-13T04:00:00,0.0,26.3,80,1008.0,113,2.25428,13,4,2021,14400
341,2021-04-12T22:00:00,2021-04-13T05:00:00,0.0,26.0,82,1008.5,86,1.75049,13,4,2021,18000
342,2021-04-12T23:00:00,2021-04-13T06:00:00,5.2041,25.9,82,1009.0,73,1.66294,13,4,2021,21600
343,2021-04-13T00:00:00,2021-04-13T07:00:00,118.157,27.2,75,1010.0,74,2.14237,13,4,2021,25200
344,2021-04-13T01:00:00,2021-04-13T08:00:00,517.508,29.1,64,1010.5,90,2.68759,13,4,2021,28800
345,2021-04-13T02:00:00,2021-04-13T09:00:00,677.04,31.0,55,1010.5,101,2.83394,13,4,2021,32400
346,2021-04-13T03:00:00,2021-04-13T10:00:00,618.675,32.7,48,1010.0,92,2.66498,13,4,2021,36000
347,2021-04-13T04:00:00,2021-04-13T11:00:00,984.717,34.3,43,1009.0,63,2.12196,13,4,2021,39600
348,2021-04-13T05:00:00,2021-04-13T12:00:00,759.824,35.7,40,1008.0,34,2.11724,13,4,2021,43200
349,2021-04-13T06:00:00,2021-04-13T13:00:00,380.47,35.3,40,1006.5,31,1.93818,13,4,2021,46800
350,2021-04-13T07:00:00,2021-04-13T14:00:00,225.167,33.9,44,1005.5,150,2.8529,13,4,2021,50400
351,2021-04-13T08:00:00,2021-04-13T15:00:00,176.73,31.5,54,1005.5,157,5.61567,13,4,2021,54000
352,2021-04-13T09:00:00,2021-04-13T16:00:00,315.971,31.5,54,1004.5,171,5.26399,13,4,2021,57600
353,2021-04-13T10:00:00,2021-04-13T17:00:00,156.551,32.4,52,1005.0,159,5.67874,13,4,2021,61200
354,2021-04-13T11:00:00,2021-04-13T18:00:00,0.4475,29.7,62,1006.0,158,6.39382,13,4,2021,64800
355,2021-04-13T12:00:00,2021-04-13T19:00:00,0.0,29.0,65,1006.5,157,6.11096,13,4,2021,68400
356,2021-04-13T13:00:00,2021-04-13T20:00:00,0.0,28.4,69,1007.5,152,6.17751,13,4,2021,72000
357,2021-04-13T14:00:00,2021-04-13T21:00:00,0.0,28.0,72,1008.0,140,5.51834,13,4,2021,75600
358,2021-04-13T15:00:00,2021-04-13T22:00:00,0.0,27.7,74,1008.5,135,4.45262,13,4,2021,79200
359,2021-04-13T16:00:00,2021-04-13T23:00:00,0.0,27.4,76,1008.5,134,3.79978,13,4,2021,82800
360,2021-04-13T17:00:00,2021-04-14T00:00:00,0.0,27.0,78,1009.0,133,4.23696,14,4,2021,0
361,2021-04-13T18:00:00,2021-04-14T01:00:00,0.0,27.0,78,1008.0,143,3.73022,14,4,2021,3600
362,2021-04-13T19:00:00,2021-04-14T02:00:00,0.0,26.7,78,1007.0,134,2.6608,14,4,2021,7200
363,2021-04-13T20:00:00,2021-04-14T03:00:00,0.0,26.5,78,1007.0,132,2.60615,14,4,2021,10800
364,2021-04-13T21:00:00,2021-04-14T04:00:00,0.0,26.4,79,1007.5,143,2.04981,14,4,2021,14400
365,2021-04-13T22:00:00,2021-04-14T05:00:00,0.0,26.1,80,1008.0,143,2.22092,14,4,2021,18000
366,2021-04-13T23:00:00,2021-04-14T06:00:00,5.4796,26.0,81,1008.5,153,2.21249,14,4,2021,21600
367,2021-04-14T00:00:00,2021-04-14T07:00:00,134.313,27.5,74,1009.5,151,2.71411,14,4,2021,25200
368,2021-04-14T01:00:00,2021-04-14T08:00:00,303.873,29.4,65,1010.5,148,3.14766,14,4,2021,28800
369,2021-04-14T02:00:00,2021-04-14T09:00:00,487.741,30.9,57,1010.0,155,3.37447,14,4,2021,32400
370,2021-04-14T03:00:00,2021-04-14T10:00:00,901.842,32.6,50,1009.5,164,3.38036,14,4,2021,36000
371,2021-04-14T04:00:00,2021-04-14T11:00:00,872.967,34.0,45,1009.0,183,3.1861,14,4,2021,39600
372,2021-04-14T05:00:00,2021-04-14T12:00:00,269.328,35.0,42,1007.5,194,3.17428,14,4,2021,43200
373,2021-04-14T06:00:00,2021-04-14T13:00:00,256.875,34.2,43,1006.5,186,3.26,14,4,2021,46800
374,2021-04-14T07:00:00,2021-04-14T14:00:00,699.142,33.2,47,1005.5,189,4.00807,14,4,2021,50400
375,2021-04-14T08:00:00,2021-04-14T15:00:00,695.158,34.7,42,1004.5,208,4.82703,14,4,2021,54000
376,2021-04-14T09:00:00,2021-04-14T16:00:00,371.537,34.9,40,1004.0,199,3.23676,14,4,2021,57600
377,2021-04-14T10:00:00,2021-04-14T17:00:00,134.475,33.3,46,1004.0,124,3.83307,14,4,2021,61200
378,2021-04-14T11:00:00,2021-04-14T18:00:00,1.82516,30.7,58,1005.5,141,6.08235,14,4,2021,64800
379,2021-04-14T12:00:00,2021-04-14T19:00:00,0.0,28.6,67,1006.0,164,4.7976,14,4,2021,68400
380,2021-04-14T13:00:00,2021-04-14T20:00:00,0.0,27.9,71,1007.5,144,3.3495,14,4,2021,72000
381,2021-04-14T14:00:00,2021-04-14T21:00:00,0.0,27.8,73,1008.0,147,2.84115,14,4,2021,75600
382,2021-04-14T15:00:00,2021-04-14T22:00:00,0.0,27.6,74,1007.5,148,3.23972,14,4,2021,79200
383,2021-04-14T16:00:00,2021-04-14T23:00:00,0.0,28.0,71,1008.0,172,3.09145,14,4,2021,82800
384,2021-04-14T17:00:00,2021-04-15T00:00:00,0.0,27.4,73,1008.0,195,2.23253,15,4,2021,0
385,2021-04-14T18:00:00,2021-04-15T01:00:00,0.0,27.4,72,1007.5,193,2.28201,15,4,2021,3600
386,2021-04-14T19:00:00,2021-04-15T02:00:00,0.0,27.3,73,1007.0,187,2.35194,15,4,2021,7200
387,2021-04-14T20:00:00,2021-04-15T03:00:00,0.0,27.1,74,1006.5,192,2.08906,15,4,2021,10800
388,2021-04-14T21:00:00,2021-04-15T04:00:00,0.0,26.9,76,1006.5,191,2.0349,15,4,2021,14400
389,2021-04-14T22:00:00,2021-04-15T05:00:00,0.0,26.6,77,1007.0,174,2.18906,15,4,2021,18000
390,2021-04-14T23:00:00,2021-04-15T06:00:00,30.2832,26.6,78,1007.5,151,2.17442,15,4,2021,21600
391,2021-04-15T00:00:00,2021-04-15T07:00:00,174.459,27.9,71,1008.5,158,2.29185,15,4,2021,25200
392,2021-04-15T01:00:00,2021-04-15T08:00:00,514.697,29.4,64,1009.0,157,2.46083,15,4,2021,28800
393,2021-04-15T02:00:00,2021-04-15T09:00:00,745.233,30.8,58,1009.0,160,2.45634,15,4,2021,32400
394,2021-04-15T03:00:00,2021-04-15T10:00:00,862.325,32.6,51,1008.5,186,2.21095,15,4,2021,36000
395,2021-04-15T04:00:00,2021-04-15T11:00:00,261.17,34.0,46,1007.5,215,2.52952,15,4,2021,39600
396,2021-04-15T05:00:00,2021-04-15T12:00:00,296.33,34.3,45,1006.5,234,3.29421,15,4,2021,43200
397,2021-04-15T06:00:00,2021-04-15T13:00:00,467.932,33.6,46,1005.5,243,3.39832,15,4,2021,46800
398,2021-04-15T07:00:00,2021-04-15T14:00:00,688.574,34.5,43,1004.5,254,1.96147,15,4,2021,50400
399,2021-04-15T08:00:00,2021-04-15T15:00:00,562.822,35.2,40,1003.5,238,0.979106,15,4,2021,54000
400,2021-04-15T09:00:00,2021-04-15T16:00:00,202.389,34.8,42,1003.0,186,1.28205,15,4,2021,57600
401,2021-04-15T10:00:00,2021-04-15T17:00:00,51.765,33.3,48,1003.5,174,3.03327,15,4,2021,61200
402,2021-04-15T11:00:00,2021-04-15T18:00:00,0.605477,30.3,62,1004.5,180,4.77734,15,4,2021,64800
403,2021-04-15T12:00:00,2021-04-15T19:00:00,0.0,29.1,67,1005.0,157,5.08479,15,4,2021,68400
404,2021-04-15T13:00:00,2021-04-15T20:00:00,0.0,28.4,70,1006.0,146,5.37052,15,4,2021,72000
405,2021-04-15T14:00:00,2021-04-15T21:00:00,0.0,28.1,71,1007.0,149,5.06529,15,4,2021,75600
406,2021-04-15T15:00:00,2021-04-15T22:00:00,0.0,27.5,75,1007.5,150,4.61741,15,4,2021,79200
407,2021-04-15T16:00:00,2021-04-15T23:00:00,0.0,27.7,75,1007.5,152,4.03918,15,4,2021,82800
408,2021-04-15T17:00:00,2021-04-16T00:00:00,0.0,27.5,76,1007.5,153,4.12209,16,4,2021,0
409,2021-04-15T18:00:00,2021-04-16T01:00:00,0.0,27.0,78,1006.5,174,4.54464,16,4,2021,3600
410,2021-04-15T19:00:00,2021-04-16T02:00:00,0.0,27.0,76,1006.0,172,3.68955,16,4,2021,7200
411,2021-04-15T20:00:00,2021-04-16T03:00:00,0.0,26.9,77,1006.0,150,3.33436,16,4,2021,10800
412,2021-04-15T21:00:00,2021-04-16T04:00:00,0.0,26.8,78,1006.5,147,3.31902,16,4,2021,14400
413,2021-04-15T22:00:00,2021-04-16T05:00:00,0.0,26.0,81,1007.0,149,3.29872,16,4,2021,18000
414,2021-04-15T23:00:00,2021-04-16T06:00:00,9.36237,25.8,83,1007.5,158,2.77202,16,4,2021,21600
415,2021-04-16T00:00:00,2021-04-16T07:00:00,72.847,27.5,73,1008.5,162,3.40381,16,4,2021,25200
416,2021-04-16T01:00:00,2021-04-16T08:00:00,296.634,29.3,63,1009.5,164,3.91885,16,4,2021,28800
417,2021-04-16T02:00:00,2021-04-16T09:00:00,278.831,30.6,58,1009.5,171,3.68542,16,4,2021,32400
418,2021-04-16T03:00:00,2021-04-16T10:00:00,879.815,31.8,53,1009.0,184,3.15002,16,4,2021,36000
419,2021-04-16T04:00:00,2021-04-16T11:00:00,362.649,32.8,50,1008.5,195,3.13309,16,4,2021,39600
420,2021-04-16T05:00:00,2021-04-16T12:00:00,269.062,33.0,49,1007.5,213,2.66935,16,4,2021,43200
421,2021-04-16T06:00:00,2021-04-16T13:00:00,546.71,32.4,50,1006.5,195,1.80943,16,4,2021,46800
422,2021-04-16T07:00:00,2021-04-16T14:00:00,269.248,32.8,49,1005.5,202,2.06281,16,4,2021,50400
423,2021-04-16T08:00:00,2021-04-16T15:00:00,176.152,32.2,51,1005.0,205,1.88277,16,4,2021,54000
424,2021-04-16T09:00:00,2021-04-16T16:00:00,116.14,31.3,56,1005.0,199,2.68049,16,4,2021,57600
425,2021-04-16T10:00:00,2021-04-16T17:00:00,187.776,30.4,60,1004.5,204,3.69982,16,4,2021,61200
426,2021-04-16T11:00:00,2021-04-16T18:00:00,0.48,29.7,63,1005.5,173,3.31752,16,4,2021,64800
427,2021-04-16T12:00:00,2021-04-16T19:00:00,0.0,28.5,67,1006.5,155,4.91393,16,4,2021,68400
428,2021-04-16T13:00:00,2021-04-16T20:00:00,0.0,27.2,73,1007.5,145,4.65442,16,4,2021,72000
429,2021-04-16T14:00:00,2021-04-16T21:00:00,0.0,27.2,76,1008.5,142,4.15116,16,4,2021,75600
430,2021-04-16T15:00:00,2021-04-16T22:00:00,0.0,26.9,78,1009.0,133,3.83301,16,4,2021,79200
431,2021-04-16T16:00:00,2021-04-16T23:00:00,0.0,25.9,82,1009.0,137,3.08933,16,4,2021,82800
432,2021-04-16T17:00:00,2021-04-17T00:00:00,0.0,25.5,85,1008.5,158,2.73467,17,4,2021,0
433,2021-04-16T18:00:00,2021-04-17T01:00:00,0.0,25.8,83,1007.5,174,3.24202,17,4,2021,3600
434,2021-04-16T19:00:00,2021-04-17T02:00:00,0.0,25.8,83,1007.0,166,3.53193,17,4,2021,7200
435,2021-04-16T20:00:00,2021-04-17T03:00:00,0.0,25.5,84,1007.5,155,3.70289,17,4,2021,10800
436,2021-04-16T21:00:00,2021-04-17T04:00:00,0.0,25.3,85,1008.0,138,3.46561,17,4,2021,14400
437,2021-04-16T22:00:00,2021-04-17T05:00:00,0.0,24.5,87,1008.5,133,3.11622,17,4,2021,18000
438,2021-04-16T23:00:00,2021-04-17T06:00:00,33.0671,24.7,87,1009.0,133,2.91671,17,4,2021,21600
439,2021-04-17T00:00:00,2021-04-17T07:00:00,249.954,26.7,78,1010.0,139,3.66349,17,4,2021,25200
440,2021-04-17T01:00:00,2021-04-17T08:00:00,523.127,28.1,71,1011.0,139,3.75535,17,4,2021,28800
441,2021-04-17T02:00:00,2021-04-17T09:00:00,736.789,29.4,64,1011.0,144,3.17966,17,4,2021,32400
442,2021-04-17T03:00:00,2021-04-17T10:00:00,279.944,30.6,59,1010.5,152,2.64856,17,4,2021,36000
443,2021-04-17T04:00:00,2021-04-17T11:00:00,261.07,31.9,53,1009.5,157,1.89922,17,4,2021,39600
444,2021-04-17T05:00:00,2021-04-17T12:00:00,268.913,32.2,51,1008.5,180,1.45708,17,4,2021,43200
445,2021-04-17T06:00:00,2021-04-17T13:00:00,256.28,31.7,52,1007.5,216,1.91752,17,4,2021,46800
446,2021-04-17T07:00:00,2021-04-17T14:00:00,224.31,31.3,54,1006.5,219,2.5014,17,4,2021,50400
447,2021-04-17T08:00:00,2021-04-17T15:00:00,175.955,30.9,56,1006.5,201,2.38124,17,4,2021,54000
448,2021-04-17T09:00:00,2021-04-17T16:00:00,379.288,30.5,57,1006.0,198,2.58852,17,4,2021,57600
449,2021-04-17T10:00:00,2021-04-17T17:00:00,166.96,30.6,58,1006.0,210,4.32065,17,4,2021,61200
450,2021-04-17T11:00:00,2021-04-17T18:00:00,1.11974,29.4,63,1007.0,170,3.53342,17,4,2021,64800
451,2021-04-17T12:00:00,2021-04-17T19:00:00,0.0,27.8,67,1008.0,146,4.60178,17,4,2021,68400
452,2021-04-17T13:00:00,2021-04-17T20:00:00,0.0,26.9,67,1009.0,142,4.53768,17,4,2021,72000
453,2021-04-17T14:00:00,2021-04-17T21:00:00,0.0,26.8,65,1010.0,137,4.006,17,4,2021,75600
454,2021-04-17T15:00:00,2021-04-17T22:00:00,0.0,26.4,66,1010.0,146,3.46094,17,4,2021,79200
455,2021-04-17T16:00:00,2021-04-17T23:00:00,0.0,26.2,67,1010.0,156,3.3237,17,4,2021,82800
456,2021-04-17T17:00:00,2021-04-18T00:00:00,0.0,25.8,68,1010.0,151,3.50129,18,4,2021,0
457,2021-04-17T18:00:00,2021-04-18T01:00:00,0.0,25.8,69,1009.0,152,3.74811,18,4,2021,3600
458,2021-04-17T19:00:00,2021-04-18T02:00:00,0.0,25.5,70,1009.0,145,3.49248,18,4,2021,7200
459,2021-04-17T20:00:00,2021-04-18T03:00:00,0.0,25.3,70,1009.0,144,3.25677,18,4,2021,10800
460,2021-04-17T21:00:00,2021-04-18T04:00:00,0.0,25.1,71,1009.0,135,3.10335,18,4,2021,14400
461,2021-04-17T22:00:00,2021-04-18T05:00:00,0.0,25.0,73,1009.5,122,2.61286,18,4,2021,18000
462,2021-04-17T23:00:00,2021-04-18T06:00:00,29.7665,24.9,74,1009.5,118,2.20049,18,4,2021,21600
463,2021-04-18T00:00:00,2021-04-18T07:00:00,73.7799,26.4,69,1010.0,115,2.84215,18,4,2021,25200
464,2021-04-18T01:00:00,2021-04-18T08:00:00,355.457,28.0,60,1010.5,119,2.27059,18,4,2021,28800
465,2021-04-18T02:00:00,2021-04-18T09:00:00,602.453,29.7,53,1010.5,124,1.62483,18,4,2021,32400
466,2021-04-18T03:00:00,2021-04-18T10:00:00,406.426,31.5,48,1010.0,120,1.18221,18,4,2021,36000
467,2021-04-18T04:00:00,2021-04-18T11:00:00,1043.57,32.8,45,1009.5,169,0.75243,18,4,2021,39600
468,2021-04-18T05:00:00,2021-04-18T12:00:00,1073.06,34.0,42,1008.0,195,0.829291,18,4,2021,43200
469,2021-04-18T06:00:00,2021-04-18T13:00:00,1000.44,34.8,39,1006.5,235,1.18174,18,4,2021,46800
470,2021-04-18T07:00:00,2021-04-18T14:00:00,823.562,35.3,37,1005.5,259,1.57246,18,4,2021,50400
471,2021-04-18T08:00:00,2021-04-18T15:00:00,513.597,35.1,36,1004.5,254,1.74042,18,4,2021,54000
472,2021-04-18T09:00:00,2021-04-18T16:00:00,220.53,33.9,41,1004.5,170,3.69784,18,4,2021,57600
473,2021-04-18T10:00:00,2021-04-18T17:00:00,102.295,31.2,53,1005.5,160,6.10518,18,4,2021,61200
474,2021-04-18T11:00:00,2021-04-18T18:00:00,0.505,30.2,57,1006.0,163,5.96646,18,4,2021,64800
475,2021-04-18T12:00:00,2021-04-18T19:00:00,0.0,28.5,62,1007.0,157,5.88342,18,4,2021,68400
476,2021-04-18T13:00:00,2021-04-18T20:00:00,0.0,28.2,62,1008.0,153,5.42422,18,4,2021,72000
477,2021-04-18T14:00:00,2021-04-18T21:00:00,0.0,27.9,63,1008.5,148,5.32112,18,4,2021,75600
478,2021-04-18T15:00:00,2021-04-18T22:00:00,0.0,27.4,66,1009.0,141,4.28045,18,4,2021,79200
479,2021-04-18T16:00:00,2021-04-18T23:00:00,0.0,26.7,71,1009.0,148,3.32208,18,4,2021,82800
480,2021-04-18T17:00:00,2021-04-19T00:00:00,0.0,26.8,72,1008.5,160,3.16918,19,4,2021,0
481,2021-04-18T18:00:00,2021-04-19T01:00:00,0.0,26.7,73,1007.5,168,2.55442,19,4,2021,3600
482,2021-04-18T19:00:00,2021-04-19T02:00:00,0.0,26.5,74,1007.0,183,2.15442,19,4,2021,7200
483,2021-04-18T20:00:00,2021-04-19T03:00:00,0.0,26.3,75,1006.5,177,1.76037,19,4,2021,10800
484,2021-04-18T21:00:00,2021-04-19T04:00:00,0.0,26.1,75,1007.0,194,1.4156,19,4,2021,14400
485,2021-04-18T22:00:00,2021-04-19T05:00:00,0.0,26.0,76,1007.0,187,1.23182,19,4,2021,18000
486,2021-04-18T23:00:00,2021-04-19T06:00:00,35.0037,26.0,76,1007.5,235,0.998153,19,4,2021,21600
487,2021-04-19T00:00:00,2021-04-19T07:00:00,265.958,27.2,71,1008.5,223,0.789976,19,4,2021,25200
488,2021-04-19T01:00:00,2021-04-19T08:00:00,523.714,28.5,64,1009.0,199,0.605022,19,4,2021,28800
489,2021-04-19T02:00:00,2021-04-19T09:00:00,755.663,30.2,56,1009.0,180,1.09572,19,4,2021,32400
490,2021-04-19T03:00:00,2021-04-19T10:00:00,914.402,31.6,51,1008.5,230,1.63423,19,4,2021,36000
491,2021-04-19T04:00:00,2021-04-19T11:00:00,920.847,32.7,47,1008.0,234,2.52259,19,4,2021,39600
492,2021-04-19T05:00:00,2021-04-19T12:00:00,822.857,33.6,44,1006.5,237,3.21242,19,4,2021,43200
493,2021-04-19T06:00:00,2021-04-19T13:00:00,306.793,34.2,41,1005.5,238,3.23108,19,4,2021,46800
494,2021-04-19T07:00:00,2021-04-19T14:00:00,268.43,32.9,47,1005.33,236,3.56037,19,4,2021,50400
495,2021-04-19T08:00:00,2021-04-19T15:00:00,210.514,31.7,52,1005.17,234,3.88967,19,4,2021,54000
496,2021-04-19T09:00:00,2021-04-19T16:00:00,138.787,30.5,58,1005.0,232,4.21896,19,4,2021,57600
497,2021-04-19T10:00:00,2021-04-19T17:00:00,133.878,29.7,61,1005.5,206,4.10625,19,4,2021,61200
498,2021-04-19T11:00:00,2021-04-19T18:00:00,1.76419,28.9,65,1006.0,181,3.99354,19,4,2021,64800
499,2021-04-19T12:00:00,2021-04-19T19:00:00,0.0,28.0,68,1006.5,155,3.88084,19,4,2021,68400
500,2021-04-19T13:00:00,2021-04-19T20:00:00,0.0,27.9,69,1007.17,156,3.47712,19,4,2021,72000
501,2021-04-19T14:00:00,2021-04-19T21:00:00,0.0,27.7,70,1007.83,157,3.07341,19,4,2021,75600
502,2021-04-19T15:00:00,2021-04-19T22:00:00,0.0,27.5,70,1008.5,157,2.6697,19,4,2021,79200
503,2021-04-19T16:00:00,2021-04-19T23:00:00,0.0,27.2,72,1008.17,168,2.41506,19,4,2021,82800
